areasymbol,average_county_soil_ph
UT015,7.988378044500226
WA043,7.336562609483595
AR015,5.609465659897009
NY015,5.744822106707654
GA023,5.338078164503338
OK085,6.542145868221097
OR047,5.38200944891219
WI113,5.565665011337932
WA003,6.627997385672363
IN017,6.460470623558404
OR039,4.938673505998238
NC099,5.144967355030107
WV093,4.865555274828431
TX291,5.114809279369888
MO019,6.344952768060999
KY630,5.096356614296716
CA053,6.806806785550281
MO123,5.447817257627989
MS133,5.719079819884403
WI041,5.595126148711874
TX469,6.456623589017156
MO099,5.949379224543717
WY037,NA
VA085,5.117205563166292
MI067,6.432636778405
MO113,6.283487596162085
SD017,6.937848582302975
VA095,5.014698984802067
IL079,6.227371556130811
KS057,7.040851012673761
SC061,5.167796638410829
ID003,6.508059991894854
IN137,5.957588580217584
WY007,NA
MD047,5.747435128829233
MO177,6.5347459695660834
MS071,5.293912827808016
GA213,5.282073964159342
KS103,6.3246501504904895
MN079,6.617710544815876
TX375,7.832141264342118
WV081,5.214724304069636
TX461,8.17984590232927
AL103,5.584774131132483
CA035,6.704086727973819
KS095,6.487219189440838
TN139,4.974884028201453
CA007,6.413681144683807
LAKE,7.922003726810401
OK041,5.492523666487517
AR057,5.579430959213469
IL111,6.672254296620274
KY603,6.2359355797894995
NE029,7.007121081432178
NE089,6.567911176997979
AR069,5.660650424493186
WA039,6.1735037190261295
ID021,5.886744293052872
KS009,6.924658099845453
KY648,5.45808444504508
NE059,6.003005590059298
NH001,4.652781887957356
GA177,5.330365040576824
TX169,7.65710127937609
IL121,6.297205686110214
GA189,5.274245219645577
MA602,5.222342680589777
MI075,6.331176685048131
IL125,6.382661552134835
GA267,5.243806338423777
KS021,6.070876647767152
WI013,5.529368940649256
CA065,NA
TX115,7.641705492265183
NV764,6.8203843367502985
KY616,5.4367483723411665
NE019,6.732916929317739
IL115,6.474807158440117
ND099,7.328098772723214
WV033,5.478106122037595
MA017,5.214534349396292
VA195,5.575516293669543
IL163,6.387350806795868
KS193,6.9438645232182665
VA073,5.173564130639458
IL159,6.1745731456757
IA081,6.844462935086338
LA065,6.345237958450885
NE045,7.371117906478214
AR103,5.2327541383644
MN101,7.042539308071366
TX259,7.797155602365255
OH007,5.419166594701222
GA027,5.337158521635161
WI031,5.406091491498091
CA013,6.620870386657546
FL113,5.161059875039821
OK075,7.33031932071487
VA049,5.5524960151842455
IN163,6.158146086576898
PA039,5.400425657853209
FL087,7.900091116173121
FL107,5.105279050568771
AL019,5.08499922236204
WA063,5.953129622755552
WI093,6.274997611010927
TX229,7.991040670986056
SD033,6.806495119677594
CA674,NA
GA033,5.409221834198521
IA047,6.323360484112446
MN615,5.541175176856355
AZ027,8.175315023484576
OH017,6.524771898489246
UT025,NA
NC057,5.479970246589417
NE718_75S,6.642111167127602
FL129,4.962078515351425
KY057,5.9092908312887324
KY153,5.084030887115468
MS053,5.166365398741415
VA780,5.692304160743785
CO005,7.219796029936153
TX077,6.7453273484193215
TX235,8.09407204932036
TX217,7.631309772398489
PA119,5.20095525032279
NE021,7.058443500656564
GA171,5.441246142478376
OR065,6.496770558893965
GA183,5.088762124389497
KY133,5.359331969432732
OH125,6.307540693251789
GA251,5.082043540345612
KS207,6.176926585573221
MN001,5.932845145624371
TN181,4.960519160035631
ND011,6.992810869755584
ME007,4.446328617628916
OH021,6.438401615544968
FL131,5.023653822915231
GA229,4.950769741815766
OR053,5.404857794465186
WV620,4.757885741248317
WI045,6.4868653626531625
WV109,4.461062554232074
TX435,7.763465125574578
CO039,7.105606449779116
MN117,7.0134838114393405
MN167,7.390572893878645
TX127,7.463291505919394
GA235,5.326740626117919
KY031,5.377484759901607
KY201,6.438623193294756
WI137,6.107389131456146
GA133,5.294758753144882
WY027,7.419588896990327
TX177,6.704618622589532
CA777privateupdate,6.711058948793284
AL083,5.253929045858576
SD027,7.116340234196634
GA207,5.5013874260714575
KY091,5.866913805344784
AR087,5.001939207298759
AR145,5.3949560185995
GA211,5.487177074933548
GA217,5.419632459259838
MO083,6.035388278182628
KY065,5.4367483723411665
VT007,5.08544444104166
FL608,5.272172907136204
NC183,5.594720024746519
TX095,8.110612316865963
AR135,5.676431884095555
MD027,5.634993952302908
TN135,5.011903500439621
VA690,4.977465117506404
OK093,7.037424453026993
LAR,NA
WV083,4.92257386154079
MD017,4.443593908224694
MO227,6.301556687883046
KY119,5.359331969432732
MI019,5.16269102413456
IL059,6.308827503377871
KY639,5.198103118673073
WV001,5.178411031834247
OH063,6.4486000779509585
GA279,5.3382567383633734
NY689,6.472982493293802
TX041,6.277929750226025
TX409,7.486388063517453
MS095,5.355121831964353
IA075,6.378121791307136
CO029,7.050546805895041
ND025,7.053659758527509
ND079,7.1587432181954815
SC003,5.2158999263462995
GA039,5.425815877018202
OH135,6.446344004843526
NC640,4.450680137999014
ND089,7.023657000247415
TX039,6.943817865762839
TX109,7.877831044619631
TX479,7.642714349716622
NY117,6.249904433664754
SC013,5.881639647699333
LA117,5.0861774834862805
MI107,6.089579324828774
CATO,5.75052977077118
GA648,5.282073964159342
WY001,7.539403896874351
SC067,5.077625223114681
IA031,6.279337688538938
CO085,7.122502598464985
MO171,6.489441833072364
SD089,7.15281659463515
VA137,5.333754867395126
GA047,5.312665498442367
KS109,7.255021980402743
KY237,5.122196736271175
LA053,5.383107912628381
NC021,5.218892111275647
MI159,6.173133961006296
TX399,7.951757366402882
CA001,NA
MN143,6.90906516407801
MS037,5.106209074337625
AR031,5.717384822048034
AZ001,7.753129667286024
WV013,4.515469032220474
FL011,6.728406730114037
UT007,7.986136888563534
ARPO,5.615516750150812
IL019,6.792042824755354
IN005,6.243623944603444
PA025,4.849744041401252
AR055,5.74790915148945
LA049,5.226384848451582
NE101,6.952960646425064
VA061,5.266186837380043
KS175,7.278766274542468
FL618,6.430070258010607
WABA,7.283630129087807
VA047,5.03575371918835
AR009,5.509814361677626
MO005,6.634355664020905
TX027,7.87406583954815
SD019,7.278235018880258
UT017,7.840290162048676
UT033,7.825760561214587
NC029,4.5150276339314255
AL109,5.045567408998242
AL047,5.398112346594584
TN075,5.507064160536057
OH115,5.534080592991577
SD009,7.012095915037199
TN087,5.413658492516788
TN604,5.1657961324955775
NE013,7.186967989905499
TX287,6.268568349187249
MO021,6.557396606849186
OH073,5.171291623631673
KS131,6.250695768920718
MO017,5.465548838639429
AR113,5.482629078011597
SD111,6.948375484149274
VA193,4.915187481629739
AZ013,7.970436215433313
MS073,5.087340450892795
VA033,5.200588536275351
IA191,6.448407670598868
CA109,5.921441869611227
MT069,7.418356765874113
ID059,NA
IL035,6.405462168919185
IN125,5.922371706731149
CO075,7.19276774264042
MT059,NA
AL057,4.9219395862507325
AL075,4.962081877464401
SD039,7.169352623855729
LA127,5.143281247428618
OH041,6.385728453318099
IA101,6.20927785474519
IN175,5.786956548196786
ND021,7.179587097782903
TX389,8.058356846024445
AK261,6.2999565047247605
IA195,6.6306208884501485
IN097,6.530590265787294
NC171,5.519982494576541
SC039,5.610057129029941
VA141,5.290344979246566
IA041,6.734410932626756
OH149,6.416174436822739
FL105,5.386826190631428
CA009,5.983396049685516
IA141,6.451870618498417
MD037,5.085262266725137
NJ019,5.193738096542321
GA195,5.597506534658994
VA093,5.0177868914711015
IN033,6.443134014423077
MS047,4.957573011901592
MS131,4.891492783918749
NY109,5.970839805891272
GA109,5.243806338423777
OK019,6.635729457513562
AR017,6.049000333231002
TX113,7.77255332650895
ID055,5.584807860759199
CO017,7.4010963205957765
MH320,7.729647509578545
MN103,6.904862242965321
MO039,5.879793862039231
VA909,5.104318445060451
OK057,7.435581111268099
MA608,4.613240795658191
GA221,5.473963287819875
KS071,7.3715277735952585
OH157,5.555626451579978
FL621,6.0136905268478085
MN065,5.805880942811049
KY633,5.181051479945682
NE023,6.434620654976862
IN073,6.504334511537125
AR109,5.306058291553513
MN077,6.498225593137711
TN007,4.775444142694164
VA790,5.1795972495088405
OK029,5.796200095214564
WV075,4.479574954897626
TX075,7.545799118612537
FL111,5.683987376329797
MN111,6.7462898306727626
LARO,6.955374933243887
IL181,6.020742261592733
GA233,5.14783149133012
MT113,5.504049988285771
NC055,4.285683074280424
MI079,5.30585995596611
SD077,6.967495443350934
IL065,6.090217542533988
FL069,5.3036484123037635
NC107,4.903802511796543
CO123,7.384744837994472
MS155,5.049322241503762
GA145,5.480164915307547
WV025,4.743794683646966
AR079,5.660650424493186
LA107,6.109345599322056
ND015,7.1171617724382195
ME031,4.5219600750338245
GA135,5.492747437160264
IA017,6.484960846389534
OK131,6.052338768158874
NE131,6.222031642598662
TX437,7.546725696357993
MO069,5.99427061826276
RI009,5.269974149196068
WV047,5.397852937532655
TX009,7.228891711685742
NC113,5.151767760588917
TN149,6.265533730408006
NY033,4.705540162188682
SD097,6.876088444782834
OK103,6.5985085823490275
NY067,6.3385807127338945
VT013,6.4114554762834874
PA073,5.72673361067383
ND001,6.898304883449657
MO229,5.407146687126743
MT025,7.4629660445169215
ID009,5.356238081296258
IA051,6.258981311611367
LA043,5.3374489311338325
LA077,6.8327643860491225
MN003,5.895364512392169
TX017,7.638461152905982
MT017,7.6252598165019485
IA025,6.800602591555482
NC083,5.202065207611274
OK095,7.147024630479157
OH105,5.009023773791135
ID017,5.861717989704906
IL083,6.4049322704548315
MS003,5.081177860642871
OH015,6.106529720623482
TN095,6.6374865006928845
IL057,6.453468906323661
IL087,5.553653890434035
LA019,5.2308291276042675
MI143,5.144528437056712
IL041,6.553923062470643
CA027,7.191581681462972
KY619,6.3681953911726294
TX305,7.661211546314423
MO169,5.517311537947366
IA163,6.327094116909924
ME027,4.429915370969425
MS117,5.109141459409789
NY121,5.879210737104441
GA155,5.2445483203748005
IN147,5.947890979322519
KS049,6.39442017046623
KY629,5.737385849136929
TX345,7.429252367408201
MO149,5.350471484146374
MS143,6.3861661677604
PA011,5.555663995079137
PA057,5.368544973070876
ND067,7.4131547483931906
WI035,5.718418445938872
MT085,7.371553533394773
KS127,6.550196869693913
NJ031,4.913151127284519
NC011,5.042801243156814
ID061,6.346609033488433
ND057,7.037322692459876
NE159,6.197158401402094
MS159,5.035506921236126
MT075,7.407561625337421
CATALINA,NA
VT001,5.433625200371839
TX193,7.890750074506989
NC147,4.801207704491748
ME021,4.521039131724071
NY049,4.957506265807307
IA005,6.458917555296415
NE011,6.757608080112073
GA013,5.517723895292357
TX403,5.532100118229377
NV017,7.903949607438524
VA153,5.105094100010503
IL151,5.491528025498395
KS077,6.640638546277594
FL013,4.989237372901613
NC089,5.259626140403837
ND003,7.246335273148349
TX159,5.797767419205174
SD047,7.1395843970938495
KY009,5.898383910065156
GA621,5.14783149133012
WA071,6.944080652305001
MO219,6.307791612823152
NY097,5.806353857133485
OH087,5.126949540836096
IA037,6.517238418128345
LA005,6.296704193896791
OH165,6.231637196342414
WY011,6.950894891762254
TN123,5.190426483562664
KS155,6.218362610786595
CA087,6.333443283758262
NC031,5.037827299734469
NC069,5.5199523736348635
TX055,7.092119690997587
VA001,5.342642036124794
GA655,5.480164915307547
VA015,5.068904698121042
HI005,5.765924734094472
NC023,5.3147815130139655
WI079,6.74552447691421
SD101,6.909197391265994
WV097,4.973276379630082
VA171,5.201095444249767
IN129,6.24245755689592
KY179,6.020157129557662
PA065,5.0433948326386195
AR077,5.929297976017612
SC089,4.943438450484098
IN063,6.520640428591605
KY199,5.313602412054272
CO091,6.6063370068921445
MO003,6.581667429478909
VA760,5.004449253588973
KY081,6.3681953911726294
MT057,NA
CAHA,4.301986246466026
SC045,5.430519757956341
SC057,5.091741142871212
VA067,5.170674621593777
KY211,6.228708027596513
NE003,6.581774604119748
VA167,5.441766147972072
VA550,4.982052545930521
IA197,6.831513726792678
GA205,5.3058719490626105
KY235,5.18699493361531
MI023,6.304979006309002
MN041,6.962918270526153
MT067,NA
NY093,5.807480670316908
VA540,5.263670960187354
MN031,5.183142884687362
TX429,7.268909545192459
VA105,5.671335367474544
GA081,5.458655953419058
KS147,7.173198482467987
MN109,6.542497495553905
NM041,7.5215451941465785
CO011,7.759895380034094
NC041,4.764709153278412
ME017,4.564516676185286
MN083,7.147655257625412
UT055,7.902778894346447
GA075,5.289454392601933
IA117,6.351565622918055
LA083,5.431079957294306
TX295,7.600337361970471
IA125,6.205581161684851
KY087,5.5507264371737195
OR071,5.336500755446415
MN093,6.945438293304595
TX315,5.393792900464422
GA017,5.2445483203748005
NE049,7.074305201947649
OH003,6.472684294745472
CARE,7.9498631801616995
KS115,6.560173491844744
CT015,5.509580260050099
NC013,4.780620935525374
TX415,7.6627333240721445
MS137,5.249385343067524
NY005,6.157028295271895
CT600,5.509580260050099
AL031,5.175683640875979
TN067,5.557794634883182
GA115,5.14783149133012
WY033,6.619851063159525
AK230,4.520416695998471
VA019,5.113082600420823
VA185,5.205813589562235
KY101,6.055386798176451
MI135,5.168168948554927
OK115,5.6918087652292995
ND045,7.105430743126222
WI123,6.32769194003496
MI061,4.6013542626549135
ID083,7.276048504384398
NE025,6.159204083184789
AR071,5.22201120472889
LA121,6.758181267467955
ID071,NA
IL015,6.358476657378996
OK073,6.763272690355212
PA095,5.575563286621863
NC157,5.611036445537588
NE079,6.642111167127602
AL133,5.136813809796802
TN185,5.2457277067734305
IL005,6.274220773378183
GA057,5.122954880074269
NE069,6.988552962840632
MN051,7.275771074822209
GA061,5.318677290417587
KY037,6.2359355797894995
PA047,5.003896446464148
SD071,7.29390352756628
GA009,5.408664864423348
KS121,6.278369335176167
NC053,4.798801614138906
MS061,5.1520119549374135
NH013,4.652781887957356
OH121,5.512170739712359
GA271,5.338078164503338
AK050,4.731263340557947
KY123,5.999782649030422
MO129,6.61206740064076
UT021,NA
TX625,7.799118106846708
TX067,5.393792900464422
TX071,5.877892544072797
TX231,6.925242069466798
IA181,6.3024735652714075
IN121,6.376818576728883
LA039,5.3140520903223365
MS111,4.974279440584139
WICA,6.26318843132432
SD023,6.8666500866908144
NM781,7.887119997225135
WI085,5.427874909499961
WV027,5.133598856851393
MN129,7.058086137874791
NY065,5.641947705476131
OH077,6.156810472375591
CO043,6.792463534955292
WI021,6.542626306985876
LA095,6.397646714569441
TX085,7.943092552536839
TN640,4.450680137999014
MN009,5.91196388909179
VA119,5.039726484322882
TX267,7.662320205136424
NY055,6.322842542482526
AK110,4.0168471021247765
TX201,6.07253092374744
NY605,5.475577096914385
MI103,4.932656572337967
KS043,6.529636296136619
OK089,5.602683914513859
OK097,5.7185961549790205
MT027,NA
WI009,6.794443196984131
TX035,7.845758309807995
TX099,7.932064840229944
MS099,4.933645718003867
NM011,7.930816655903418
KS089,7.280318290110503
NM059,7.57418462500962
IL029,6.709962315681802
WA775,5.288070053578029
AR149,5.473673466696519
MI145,7.028101305931781
MI051,6.140063073711568
IL133,6.375256831355418
MS145,5.106433186185733
NY113,5.027162360673913
AR025,5.306694816670475
AL023,4.900214029750999
TN701,4.995816114434242
NC085,5.070152832709662
MN069,7.299942966465068
MO159,6.232636530751082
OH067,5.671287708408005
IA185,6.417191544924119
GA295,5.280164232946482
KY635,5.978156362779986
ND085,6.943475476746828
IL103,6.575777452398924
GA285,5.436747495072273
PA103,4.83696802818927
CA079,6.948482240467406
ND075,7.097704358598464
NY123,5.9463374049341935
OR049,6.393030312891904
ND065,6.985539566450801
TX147,7.124103758778526
ID011,7.5672039209161746
OH131,5.319135793038926
MO025,6.254313307737801
WI115,6.074420767682156
WV095,5.248443163164471
ND029,7.054084392368872
NY043,5.061294359513497
IN165,6.515050804228887
MD015,5.442128822597843
MI015,6.20344930562229
MI041,5.705754017365937
MO093,5.426741143998354
VA670,4.994912816214655
GA005,5.104119119440345
GA293,5.441246142478376
WI077,6.3546295805759
SD049,7.100590341848906
VA083,5.692304160743785
OK083,6.5068666601775496
SD015,6.937848582302975
VA097,5.585862010243997
VA775,5.257261796115728
TX081,7.808493003754083
VA133,4.809671564277396
VA570,5.282330769749516
CA005,5.99343901365251
IN181,6.459455017533418
TX373,5.244070231136533
KS171,7.327413591459563
MD045,5.511200190806281
MO217,5.951789634656491
GA073,5.274245219645577
KS093,7.2527315017032405
NH003,4.6626316723105505
OH111,5.078086808831203
NC121,5.0821791619425545
NY029,5.936507948201503
MO001,6.373223725115799
AK068,4.758465154555663
LA045,6.355521353987463
NE099,6.469029209959622
MS085,5.073814509456343
IN117,5.866820065375122
VA169,5.492084262563795
VA183,4.7903879166759795
KY189,5.086442276619228
NC093,5.093237280372388
NE185,6.027155281725962
MT061,5.168851779312983
KS157,6.3146578220243486
AR059,5.367710317948087
TX443,8.105143377089817
IA119,6.711198915545716
AR063,5.455609409204714
SD119,6.6912308734019
IN179,6.586770102724571
MO209,5.864438142786046
GA281,5.401580192813322
KY027,5.59803917267128
MI029,6.160928104026063
NM029,7.839705080890081
IN093,5.837006961677779
IN135,6.513823123003426
KS187,7.298084685441612
CO065,6.878365731980045
NE087,7.211829254301681
OH045,6.103621983597421
NE039,6.943429064825869
NM043,7.167832348781575
VA113,5.2864225504238185
IL113,6.334253420632811
PA033,4.953104827388784
MD005,5.60821174036086
MI031,5.8946801156130375
SD035,6.917116789151828
ND035,7.396645365919157
VA069,5.239294053691869
ND097,7.339144207348398
KS195,7.212350529786195
FL085,5.65135486247723
WI095,5.691425010948329
CALO,5.037827299734469
IL157,6.370746700659464
IA149,6.554486107116462
TX195,7.742327319954032
IL169,6.367054692674507
AL071,5.70124629483867
VA197,5.44222462306732
CA011,6.80649278209855
ND053,7.11724665448997
WI141,5.2911860410264975
TX121,7.374069821220675
GA125,5.366710775150198
GA257,5.490154606586586
GA313,5.282073964159342
KY141,5.780593068063633
WY667,5.369373681990721
FL043,5.599635302613687
AL129,4.864542974612759
MA005,5.222156568077138
TX069,7.505097435683528
WV071,5.2420712311063005
MN085,6.9979754998309245
TX497,7.062794057716087
FL115,5.518418856912456
ND063,7.276484024484747
GA303,5.363313639193932
KY151,6.186010911486063
OR013,NA
PA123,4.921024856585144
WV031,5.240836915549564
TX453,7.853478387390696
WACA,7.228870047351167
IA177,6.119991001325833
ND041,6.908178535462921
TX079,7.602198662626727
WI129,5.521514775712455
SD093,7.147443832327558
NY103,NA
IN151,6.480915586030612
PA003,5.505186652429965
FL009,5.949358476381989
TN153,4.819905679108453
MO141,5.873773030751866
MT019,7.371553533394773
NE117,6.622407473731224
WI083,6.077205271695977
LA073,5.257991096931825
MS161,5.052425237930051
NE718_NWUp,6.642111167127602
IA097,6.459378572839039
CO033,6.905543024687603
NY037,6.510465662741646
OK143,6.196795490334972
ND019,7.247687957707424
NH017,5.122327607340478
NE151,6.159636168825966
MN155,7.3603198277554736
MS151,6.295650056141513
IN077,6.023529704098053
AR075,5.761210498125335
AR133,5.32885892413752
OH035,5.473410176441938
IL093,6.69833286141108
ALFL,7.832141264342118
MONO,5.650825957296419
KY615,5.866913805344784
WY029,NA
MN139,6.771545294805181
MN147,6.735690181816357
TX365,5.298604779453035
MO079,6.563614084047623
NE149,6.576466255244543
MO089,6.216713398520232
CO023,6.690095593156422
MN621,5.390613237346864
TX175,6.843991095345626
MO186,5.709006242713896
AK201,4.301316638046018
IA155,6.545751967209245
MT107,7.650341603237345
NC185,5.663499835309618
MT013,7.179561368875841
MT634-TBL,6.256335910985702
TN091,4.984972500709063
IL097,6.802041678915796
PA045,5.397384824427829
CA043,5.939745098328603
TX211,7.4532423673499295
FL047,5.045966251813392
AR027,5.298310832374202
AZ025,7.4181031321152355
IL027,6.3862740228057975
OK099,6.815113071597134
WA059,5.845874854116168
TX181,7.2514675406206335
KY109,5.086442276619228
LA023,6.077956400624092
NC043,5.0175114361469655
KY117,6.2359355797894995
NC161,5.619029570235081
AZRU,8.129976950226665
GA163,5.366710775150198
IN143,5.867384621147795
CT007,5.509580260050099
ND031,7.236076352607102
OH101,6.4834487473420985
IL109,6.210399902103449
KS163,7.280471950200049
OR067,5.469078780467179
KY049,6.3442499650991495
MI017,7.050572100386951
PA089,5.0531178340419975
TX221,7.429422768675432
SD059,6.792934364154449
SC079,5.372493452624726
KY015,6.2359355797894995
OH083,5.89778978099583
GA247,5.419632459259838
KY005,6.481568492370758
TN629,4.9822169617623615
NV009,8.270942018256537
VA175,5.062734437234627
GA059,5.462130917911531
PA023,5.003896446464148
TN107,5.527432339842411
VA005,4.9244376242110075
IL069,5.6541740416934845
IA077,6.345547507027115
TX197,7.441184614664294
PA061,5.156619215737761
IN003,6.49317608064224
ME025,4.502405022408508
TX051,6.505931622441672
TX349,7.056431822403864
NJ023,5.050958434159341
CA099,6.956978818639954
NH007,4.754178124914834
WI109,6.081391266072727
AR125,5.0766391728325635
VA045,5.0581168613768925
IL195,6.574795464669739
IA061,6.441166154448451
KY175,5.084030887115468
OK049,6.590304372813544
AR007,5.434039312606939
AZ015,7.843047911236617
MO011,5.924200949919367
MNRR,6.887825968173176
SD105,7.086595267343341
VA510,4.78862540192926
IA135,6.2453214762707665
TN131,5.568954628139955
VA057,5.014172723514149
VA063,5.525388943241828
OK039,7.388372523437892
OR017,6.431666831511251
CANA,5.667058917395187
IL177,6.433980617272603
IA107,6.292345785728264
IL185,6.326800698890687
IN067,6.441946069085278
KY227,5.787217487575797
OH051,6.464760258201287
SC069,5.001995146509367
KY167,6.410926867100495
OH169,6.019105959285405
NC027,5.2097627815882035
NC065,4.877000805127853
NE015,7.061219971052183
TX285,6.715216743715712
MANZ,7.591123874736641
NC017,4.838076558123436
MS027,6.131911293617475
AK220,4.0168471021247765
KY021,6.410926867100495
AL035,5.0291859794607054
AL077,5.055208269329842
SD117,7.35518276520547
OR029,5.715555913706114
KY628,5.249904326910084
AR019,5.437066155355973
LA109,6.136934848548926
CO087,NA
FL609,5.080496606446237
NE107,6.91050326580551
MIMA,5.214534349396292
GA095,5.2598809267627855
OK063,5.890141130440858
CA059,NA
SC049,4.964682748636393
IL033,6.353687776586193
UT005,7.744129603886763
TX281,7.78036658921515
MABI,4.972682007082706
GA319,5.363313639193932
TX091,7.72441780003112
TX165,7.292573829153246
TX353,7.923476913822655
MO071,5.988762852757438
VA009,5.235066287095119
KS151,6.211700533825799
LA087,6.538682100791429
TX485,7.289127970074223
VA147,5.455546088163957
FL103,5.717913487013802
MI007,6.0714833864580315
NY001,5.791195872174674
PA009,5.411383623953633
IA089,6.4906140846474685
CA107,6.857282780749153
CO053,6.054367109035892
MA023,5.1907786800314994
OK123,6.266478701011818
ME612,5.227861775359072
NE127,6.38765599242933
MO081,6.423536950224658
ID029,NA
GA193,5.303457842925353
SD109,7.191303130957603
KS029,6.41757386875428
NC037,5.183733849832176
WA027,4.9341159174413765
NM051,7.76691599411072
IL063,6.89932960994966
MN063,6.88128781112302
MO053,6.213766412416778
TN009,4.764333655673226
VA111,5.405817443708096
GA029,5.395444651890149
KS037,6.155148205824944
MT111,7.532646715269546
MS163,5.79017198301133
MT039,5.72716345532521
NV007,7.797346614640568
NY087,5.3260020192164355
GA019,5.0790660729241734
NE718floodplain,6.642111167127602
WV073,5.248443163164471
TX133,6.803306335255975
TX491,7.673042506685042
CORO,7.098742903606369
VT023,4.670734779168317
KY205,5.349668173454736
OH155,5.793818786627514
IL071,6.3098251466424164
CO031,7.075613340002094
IL043,6.756209628912062
TX427,7.84867255224075
WI027,6.796744555296704
NV764-S,6.8203843367502985
FL059,5.210425473377569
MS153,5.0689173597521195
NY073,6.3631326009523095
ID067,7.0734864884039625
MO133,6.150246574172229
NY035,5.1440170589206495
IN089,6.528400324982295
GA147,5.486076877241503
MT097,NA
TN175,5.1657961324955775
IN157,6.523575496519526
KY043,5.254170071534036
KY127,5.287010326060174
WV045,4.757885741248317
TN169,6.001403626501139
MO203,5.286791902143416
AK290,5.33524836450613
MI089,6.254743764673476
VT015,4.635962630128248
RI003,5.269974149196068
PA099,5.238316739499331
NE065,6.877098401273405
MI011,6.359373226005461
FL125,4.886321417758747
NC051,5.009393581708927
TX015,6.321524919582473
OH103,5.886449514507545
ID007,NA
TX307,7.742869871043377
CA021,6.376588228836293
LA113,6.111547180521388
MS001,5.584743261944985
ND055,7.152555848073329
MT073,7.314760733545159
SC017,5.148298038828751
TN079,5.52178745603488
VA036,4.782884322546653
ID063,7.0734864884039625
IN109,6.216655094629923
OR035,6.559507176638102
OR043,5.301835612641539
FL611,5.923389898607915
FLFO,6.704504488179972
WA049,4.9652008895567326
IL143,6.397702995894556
NY077,5.631248959626425
GA045,5.109298937264312
GA169,5.408664864423348
IN145,6.4260279097000845
CT009,5.509580260050099
TX323,7.991716402551965
PA055,5.665161186436091
TX411,7.207109134167787
MS157,5.5876289403448025
MT083,7.48478929513146
NJ033,5.129127158616143
VA840,5.66559800907627
IA165,6.204851376072162
WY045,7.468258513399618
TX467,5.911222491684762
CA029,NA
DETO,6.950894891762254
GA015,5.405028089588575
LA063,5.478178068660944
OR037,7.336639469122321
VA155,5.207266304697333
IN055,5.884488961474864
GA113,5.529302850892836
TX333,7.6512977420129715
DE005,5.73829197216782
AL043,5.229670979950574
VA560,4.9244376242110075
ND005,7.246429777640341
MN131,6.581658551658172
MO125,5.733292437295211
IA127,6.423126700477572
NC149,5.46307526846409
VA079,5.258073300634911
IN011,6.436881145656315
IA133,7.078821727413158
KS055,7.25899405497675
KY007,5.98847718771096
AL101,5.604846759922223
MN089,7.2747976694612015
NY013,5.669319556251735
NV764-N,6.8203843367502985
SD053,7.046320524550167
MN033,6.892961745506647
NY021,5.442399058261753
IA111,6.159412036089325
KS145,6.869808526540055
KY017,6.496622841673035
TX153,7.524778343664172
OH167,5.346374945335049
NC075,4.7775397016877905
NM061,7.642823621360398
TN031,5.398587786259542
KY181,6.496622841673035
LA075,6.490371203198567
TN041,5.38101180047408
HI007,5.299003681469935
KS101,7.2446555000540975
LA031,5.282543630787216
WI121,6.179378577359259
SD129,6.866730713373905
IN065,6.372609672934455
NC199,5.092240329201599
NY105,5.012365960086014
OH089,6.071974304975335
GA025,4.640876909461696
WV099,5.220638661791705
OK101,5.882873266138382
ME011,4.784594064067988
TX385,7.6248330549299554
ID035,5.570886244585049
KY225,5.978156362779986
AL117,5.132119955288857
AR001,5.615516750150812
MA001,5.01290209085066
MS139,5.001901947582783
NM035,7.852603417422545
GA087,5.296290081782029
KY233,5.978156362779986
WI015,6.772009294576702
MN037,6.42966142537425
MO175,6.068274346932403
SC043,5.297772299916195
OH171,6.407760944401144
PA063,5.198732235392634
FL607,5.518585663692795
MS033,5.529851843334077
SC055,5.371362751363643
ID045,6.9327467760046275
GA179,5.088762124389497
GA227,5.122954880074269
KS027,6.289206509517709
NE109,6.163907253752741
UT057,7.550331964156887
OK015,6.640912907264319
ID039,7.209552450290872
WV055,5.037972305135522
TX253,7.374648024661176
MO103,6.552803272906167
MT051,7.410962160341913
AK090,5.242996076037489
VA103,4.809671564277396
ID049,5.868004435520641
FL027,5.243030616425528
IL123,6.506456341812487
GA101,4.625144728104958
GA265,5.263283288797212
WY035,NA
OH005,5.825841432919796
TN065,5.132838097053602
IN061,5.998703546103916
KY605,5.162202379109733
NE047,6.877993756638429
TN057,5.246492252438843
KS117,6.273280995592759
NE031,6.649012836679117
TX317,7.691248101650443
NE001,6.198693317663364
KY085,5.501926943225258
VA127,4.978089753802402
CA101,NA
SC031,4.969346688073103
UT039,8.007640805977156
VA610,6.311480362537764
OK121,5.637031708636797
VA149,4.994912816214655
WI600,6.772009294576702
FL035,5.531853100686374
FL075,5.617663054486998
MA015,4.914872538648216
NY007,5.790835772946431
IN045,6.500979316847281
IN051,6.226045463561193
WI135,6.102330875594453
VA630,4.853372681281618
KY135,5.447424004006208
PA117,5.413942917552452
TN141,5.3727861644002095
VA606,4.996593129229426
TX431,8.092533990281234
KY121,5.273715600807016
TX011,7.74678060930262
UT023,8.346099859218869
OH061,6.203680336771716
VAMA,5.569233411009354
LA093,6.546685825691061
KS051,7.428575671296862
