areasymbol,average_county_soil_ph
ID057,5.492286297285179
KS091,6.40973704070484
NJ013,4.795251964661127
IL199,5.991850691168321
MI139,5.947428303518385
MT001,6.4521397831805904
IA193,6.868953357589801
GA085,5.248245148132018
OK119,6.602947680355456
TX003,7.345486481832272
IN119,5.880313120286507
FL073,5.086588354129931
OR682,4.582006941120153
NE033,7.09899894411478
TX419,5.365941473718417
VA035,5.139202732736511
LA059,5.218498978614799
OK013,6.350473290679974
CA103,NA
MO033,6.378638636143154
IA143,6.678236079268661
OK023,6.184084460680979
PA031,5.006770522933479
CA113,NA
NC005,5.327308832471876
MO041,6.383905107059342
GA611,4.640876909461696
NC606,5.064259648919385
AL115,5.072965204484135
MN097,5.93536757798928
ND091,7.22685398838168
CA039,6.276704902266208
WA013,6.662150435806521
CT011,5.509580260050099
IN047,6.175887037444246
CO067,6.592789311588535
TX357,7.5726535653286335
IN035,6.551857544521082
ND071,7.291536742374807
MI133,5.949778152685069
MN075,5.30193484130926
ND043,7.174884464742674
ND061,7.165639047258775
MI163,7.094782589812384
MT087,7.477787842204067
NV003,8.10296157762706
ID025,6.468042773429649
KY631,5.700165047740902
WV009,5.721732574451386
WV101,5.11863292957396
TX089,6.011106771149227
TX137,7.6248330549299554
GA315,5.326740626117919
NC105,5.231250539644527
TX293,6.73337349542135
TX459,5.465357900337456
MANA,5.259442373078186
PA043,5.383865560468895
NC033,5.426892983776181
WI127,6.619195295798165
IA179,6.22841619097669
NC153,5.0186193980376554
ND017,7.288560367296241
NE133,6.200984041747409
TN151,5.043382932100012
TX263,7.437557161323502
TX311,7.694327231669999
FL121,5.147035881512037
CO113,6.5900001804476025
WA035,5.364824357288189
IA019,6.495973135844698
OK133,6.36296317839045
WV023,5.240836915549564
RI007,5.269974149196068
IA099,6.335761056872075
OK141,7.306788088176217
PA001,5.762320684201709
TN610,5.3727861644002095
TN189,6.081856676719915
MO109,5.826064786316692
KY219,5.810305894709203
MS123,4.999059549568324
NY059,5.0136706606854755
SD099,6.962968491505151
TN003,5.884955386375813
IN075,6.630448867433076
IN113,6.534510150102756
GA053,5.196696712794207
NE119,6.932867287525592
AR067,5.654903358291161
NV031,7.482790467264035
NY069,6.402548441554863
IN085,6.470148913174012
PA071,5.814581824366963
NC115,4.986278307744084
LA099,6.29667509472562
TN147,5.942271107010336
MO067,5.42057018091159
UT041,7.965011255052648
LA041,5.474050341619384
CO047,5.906999005412664
OH099,5.601453693223601
IL107,6.322774819045876
CA025,8.133263569544642
TX249,7.232659365194631
OH013,5.822666048755208
TN097,6.198099578519051
WV019,5.20881622307498
AL011,5.075900980355363
IL081,6.089686366337109
IA027,6.436640482786821
MN137,5.392482919758948
IL055,6.194700532690876
KS081,7.314733868851306
IL021,6.376102976609568
IL091,6.89980601768412
IA053,6.3473366300996545
AZ012,8.184116289324916
TX205,7.687843113059352
KS047,6.369461017134309
KY647,5.726935945271222
MT023,6.117636311123955
SD075,7.464791459498696
CA075,6.3997342733443094
KY602,5.98847718771096
NM006,7.472271455671827
NM015,7.859755952051705
GA289,5.265408581882692
KS129,7.268263154407883
TX143,7.339970130952537
NE147,6.3499130875268
WA077,6.3364621628119515
TX327,7.687752103611547
MO077,5.943703200891234
GA157,5.517723895292357
KS169,6.453572547880609
FL086,7.260905053440872
NM055,7.031156353622577
LA017,5.710700926957893
PA059,5.843614684947499
DC001,5.239171598937495
CO642,6.071655405995216
MO155,6.158909065093238
LA021,5.243887951239586
PA087,5.225054958792329
MO167,6.019876597994677
NV027,8.081989451164736
IN081,6.485086862910673
PA013,5.19139186531983
WA045,5.152762392574442
IN071,5.94633730779456
IN141,6.347269688391789
KS085,6.264857381698263
ND033,7.2330227491980885
MI069,5.7758484751805375
VA600,6.285901110713006
ID079,5.53280085591119
VA173,5.561302745138093
TX199,4.644514934887933
GA069,5.104119119440345
GA245,5.237643315318955
NY047,6.121364774762273
CA089,NA
TX057,7.050276049943246
TX343,5.797767419205174
TX463,7.905159519440682
WI119,5.55945821694017
MD019,5.686916240865886
MI045,6.309621660501438
SD011,7.1119100291485235
CO109,6.551267034432637
NE173,6.999566821789149
MO121,6.249111106347793
SD045,7.171621301128326
VA087,5.100171171105736
MH190,7.729647509578545
MI039,4.965239396231077
GA093,5.303457842925353
OK037,6.019514206635813
TN125,5.953520358917528
VA013,4.9189121615246725
HI003,5.8905578814433595
KY177,5.700165047740902
WI103,6.215264008223054
CA055,6.294573397374862
MO029,5.569050074715235
OH085,5.723642681077663
IN131,6.305789150370683
GA083,5.280164232946482
MT065,7.585138170461042
KY083,5.544146004921023
KY169,5.874154958952417
TX363,7.292911351260841
NM688E,7.827173850751264
MS081,5.564292024222774
CO093,6.296571325630685
TX337,6.804072503959284
KY185,5.950895253305234
MI151,6.827181512534193
TX157,6.627418759712148
NY099,6.417956821031521
OH053,5.244415820435877
TN045,5.652607081587311
TN117,5.7982723012988755
IA063,6.830250979305767
IA109,6.8480555228600615
UT636,7.857502055495517
NE129,6.206032481331543
MS019,5.074467488265106
KS199,7.306468679180742
CO089,7.860544256976635
KY626,5.359331969432732
TX413,7.865922903706603
IA087,6.203268989373598
FL039,5.1110477127678315
KY618,6.069985829009824
MD009,4.994313166338003
MI025,6.298671788882325
MI035,5.5277363302878255
MN151,7.458462251384394
CABR,NA
KS183,7.109145630588208
NEU,5.480356008223517
NE057,7.059804747183421
WI099,5.5882154137940985
AR105,5.302322330575536
AZ009,7.359337240116593
CA057,6.055690872066586
TX451,8.063249631073639
NE177,6.8311765126400195
CA047,7.271557549172582
MO179,5.419248855175149
SC059,5.631945669672559
IL039,6.19785393555725
KS153,7.161223377189971
MO187,5.733014645706483
KS097,6.707965390973113
CA063,6.598791586640312
MN107,7.395715886888876
OK065,7.389230622701363
NE181,6.5395121246910115
NM039,6.979937358411238
GA077,5.436747495072273
OK053,6.545159142360416
IN169,6.5625446512862124
CA015,NA
OH049,6.4296502688960295
ID041,NA
ND049,7.179554486555353
OR041,4.56499086378479
TX355,7.817531132668489
VA165,5.172404226043871
LA067,5.378371116324994
MO009,5.576894251892263
OH001,5.914710896001704
VA017,4.855430853596177
VA187,5.228530324114339
SD031,NA
OK021,5.552720272493151
OK113,6.3018109643831846
FL081,5.3501203917485824
OK125,6.559615615808161
MI003,4.833249433931547
NY061,6.245463497652582
CO007,6.0465577038225975
NC047,4.967735469908166
TX145,7.273743959048386
TX269,7.783371634397378
SD061,7.008395131663487
IL003,6.245220488632477
FL127,5.428946696287701
GA107,5.34380456490187
PA029,5.697750686896559
NC179,5.003145304483058
ID073,7.090913376526908
FL065,5.0049731009973835
MI049,6.651943827781724
NY051,6.214373349717759
GA035,5.481310423439017
KY059,5.866913805344784
AL111,5.169151159264467
MT091,7.466900646179221
GA067,5.547198543544891
KS015,6.52046582809484
KY125,5.249904326910084
AR097,5.4010259856630825
VA143,5.588584948608849
IA159,6.461270485889217
KY155,5.804722945207025
TX215,7.5031784062865174
PA019,5.263810730479876
WI001,5.544447760407803
RI001,5.269974149196068
SD091,7.185270504431709
GA253,5.171302256807014
LA037,5.253430809730539
LA009,6.4430740322407285
WI087,6.666959771349618
FL133,4.994271887729235
CO037,5.971299205536507
CO117,5.288131536233075
ND013,7.115674034303916
TX065,7.654059390805104
TX237,6.84227502431038
OH031,5.704018764957421
GARI,4.746379069010417
MACA,5.45808444504508
NY053,6.208023003726248
TN001,5.1469442698610735
MN119,7.329523901661726
TX125,7.365913735836503
MN021,5.907442841841278
KY025,5.1240753438723905
WV085,5.267142638214203
NJ039,5.204328965286878
MO085,5.955790238955044
CT003,5.509580260050099
KS041,6.602298935447048
CO027,7.347878479474327
PA131,5.167256281187426
KY621,5.999782649030422
TX273,7.109792461407865
TX321,6.608092821172246
VA590,5.588584948608849
AR137,5.451437819978569
MD025,5.38839566149677
TX179,7.643594641870742
UT051,7.135566746128925
MI013,4.4361402077887115
AL069,5.1750894112591554
MI087,6.407326767549754
KY105,5.971438826827058
TX037,5.5545094131027755
KY113,6.665732298091138
NC095,4.311883199433932
MO075,6.574034288125084
MS107,5.105129765125314
MT037,NA
VA520,5.400002382363364
GA269,5.4305901190913035
ND087,7.136334763857509
TX301,7.541530562750905
NY115,5.462291260135739
SC015,5.202265525409597
IA187,6.815146592998426
ID001,7.169023001536038
LA011,5.1577236047276
ND027,7.275264120800467
WA055,5.359512420016503
MO095,6.438819527832339
MS039,4.98668592784718
NM023,7.647157716790861
VA740,4.937845352230096
GA297,5.444943820224719
WY003,NA
VA730,5.282330769749516
KY239,6.665732298091138
MN059,6.038956788459459
SC065,5.51393578285336
VA580,4.9244376242110075
IL191,6.420768216718643
IA073,6.796592396409513
KY079,6.069985829009824
NM003,7.300007162697777
SC075,5.049767729311803
VA131,5.2966216850758885
IN007,6.624540899469068
KY107,5.675774682758966
PA027,5.15103218413593
MS087,5.696398506492013
AK020,4.978415898943937
VA179,5.03040583364334
KY171,5.592814115552714
OR021,6.969266388708278
WI071,6.772009294576702
WA007,6.004457914872348
GA243,5.310598705206528
KY624,6.665732298091138
NE037,7.095899767794504
AL107,5.051232482259388
CA031,7.867492313241771
TX289,6.034945351627139
AL049,5.290526865312024
NE103,6.799776638801167
CA003,6.097534902399249
TX331,6.989133201368426
VA830,5.014698984802067
AR053,5.042997997226929
NY019,5.260815855968542
FL017,5.602693067322749
AR045,5.346035276061211
UT035,8.109730082105617
KY163,5.59803917267128
ND103,7.201855696619799
VA041,5.140089034997603
IA139,6.36076690330582
MO015,5.826220140734114
VA053,5.282330769749516
AR121,5.698020090289828
IA093,6.3774511285129885
IL189,6.328035827874432
KS119,7.277616938437963
ND023,7.1631899104173895
TX489,7.6208553443390326
VA125,5.137240319606637
GA099,5.3672277403509465
AZ011,7.465468935566314
TX161,6.186669479258479
OH055,5.687946409787091
TN025,5.2159085652331045
IL037,6.697996463328676
IA103,6.253565337504573
LA069,5.681654548224302
VA650,4.937845352230096
VA680,5.34975248593343
CO073,NA
KS189,7.169452654460473
CO063,7.291703251611963
NC091,4.765131642821207
VA710,4.937845352230096
IN095,6.513899439716039
ND037,6.927232861617388
WA067,5.618554322527884
WV011,5.283173607915324
TX111,7.753249047901854
CO019,5.906999005412664
MD035,5.732508128740066
IA085,6.937192562718146
IN149,6.170844386879311
OK017,6.593945247668145
CO057,5.998096029245669
MA027,4.917643655545932
TX225,5.638655798392021
VA091,4.926493309586475
KY029,6.146490421728574
TX449,5.797767419205174
MA007,4.956562068965517
AL073,5.288564803990336
VA109,5.31896061220317
VA191,5.400002382363364
GA197,5.196696712794207
ND047,7.146182653645605
KY634,5.122196736271175
NE041,6.807490792087319
AR099,5.290817022204087
TX297,7.663096581365254
ORPI,8.161339721728856
PA129,5.317814129266602
MO051,6.0834259086141484
KY215,6.146490421728574
MO061,6.5376393462735525
NC101,5.121894739963819
TX495,7.541530562750905
MO105,5.680449465173368
OR011,4.898814651893859
WV105,5.106476105521257
MN125,7.217092366009745
GA305,4.904202035802889
CA071,NA
CA045,5.872625776583201
MN113,7.110784482618553
VT027,4.972682007082706
KY143,5.737385849136929
FL067,5.010492071250136
VA161,5.257261796115728
IA011,6.329696059454784
CA093,NA
AR003,5.502044858734156
UT027,NA
GA223,5.484766969438191
MO143,6.2541886443721255
AK282,4.643706506849315
MEVE,7.390514118963836
KS067,7.250998594332771
NC119,5.6631196564042865
SD095,7.362169378742605
TX209,7.72441780003112
TN155,4.7959144860425775
MO063,6.393164984098809
MO223,5.455316555783733
COLO,4.93371335285178
KS013,6.22915844796618
WI019,5.407141501839552
FL089,5.207299378106075
LA101,6.23741200358778
MN157,6.454003750740277
IN079,5.9919600364482974
OK145,6.026707299378339
CO119,6.533738295519756
TX503,7.018132031972846
NH015,5.45132381037341
KY051,5.124857601519095
OH129,6.440873647551715
MH040,7.729647509578545
GA143,5.109298937264312
IA169,6.795296011751123
WI111,6.208905987865134
TX101,7.527868705925642
MO073,5.756941589442868
GA239,5.318677290417587
KY011,6.46247004431181
KY627,5.273715600807016
MI155,6.722482691358674
TX367,7.185959105901386
MS069,5.161389558612001
SD079,6.820191069978892
KY001,5.599851163973228
MS057,5.009248436981977
KY643,6.541593211154362
MT664,5.504049988285771
TN093,5.613282209126942
KY606,6.410926867100495
SC007,5.636994032604098
IA153,6.656364792009923
OH139,5.9912506220875
NH005,4.5469479466771565
ID015,5.4940921909279945
TNS,5.278872964715042
MT007,7.040888472392122
MT047,6.4015758748982945
MS149,5.828863305266242
MT011,7.39027961193815
MT035,6.557701607246691
VA021,5.17150861660079
KY103,6.431976656071987
CT005,5.509580260050099
AL027,5.310626116541752
UT053,NA
MI095,4.633906698077643
OH095,6.457049519029694
IN139,6.355480768861862
LA025,5.574669458311737
NC049,4.952436065092135
AL099,4.921082712807139
TX245,5.5171787498073455
MN619,5.548099883211924
NC605,4.870061507776071
MI149,6.14824407664957
TX049,7.6512977420129715
OR069,5.780355270321282
FL049,5.320297121650469
MS109,4.986452835620382
GA165,5.212118362625471
MO163,6.220259412626567
NJ021,5.161349313598555
OH081,5.598729366438918
IA123,6.295950376000543
KY229,6.468926014838782
AR141,5.280582746642489
MS077,5.041833602878378
TN121,5.625480873229443
VA107,5.383884358807189
CO055,7.296574824426943
MN135,6.979381296449144
SC087,5.705798086575547
TX227,7.800977675288968
NM021,7.699825276820127
AL053,5.09027879348152
SC077,5.475627664054175
CA111,NA
NC125,5.057906243324376
MD510,5.018522319804604
SD103,6.806495119677594
IL009,6.309626309732385
WA057,5.708997811551004
WY025,7.6671541947221655
OH119,5.737784736543054
DC,5.239171598937495
SD005,6.880160678218392
VA177,5.136259300198447
VA800,4.986035538732487
IA137,6.1861829753884985
KS075,7.295436338119445
KY173,5.982903184183361
TX053,7.648912089390629
TX347,5.678754265790214
WA005,7.4490731703597515
OK009,7.314466141504013
WA073,5.697209966048341
MO195,6.606102625160316
UT047,8.138262758220248
TX441,7.77157354829407
IL183,6.703541583461375
NC141,4.919236553520099
IL175,6.349488631930041
IA003,6.283256277850168
KY165,5.349668173454736
ND105,7.1899110145462934
AR035,6.217835121874426
NJ001,5.063969853578983
TN049,5.0131968241321605
KY197,5.122196736271175
AR043,5.356873284191048
KY622,6.431976656071987
CA033,6.294224488442319
CA051,6.960434065524221
CA601,5.826271942710353
AR123,5.756628492323181
SD081,6.1607156026268
UT043,7.132909781640741
KY709,5.377484759901607
TX471,5.800597439403849
MO183,6.65809527347978
OH057,6.332551305704015
WA015,5.745750381250278
CA081,6.251439596417082
FL021,6.0136905268478085
MN095,5.845279223517953
KS007,7.023794987492235
OK061,5.516473791719631
OR023,5.724608802462749
NE075,6.6358151407891866
CAGR,8.138894419583169
TN013,5.024939512833088
FL119,5.446840637706548
OK025,7.538763347582576
NC007,5.32883056712043
NC019,4.9341322623366155
TX163,7.014618553549461
MS043,5.038637692345904
GA105,5.597506534658994
GA261,5.324140668222163
UT003,8.17936248776585
NJ011,5.17568901300396
AL033,5.136514227047615
IL197,6.818159231198781
AK122,4.8486477494853
MD001,5.111064880289201
TX483,6.843407862561859
SD107,6.803158643784659
ID027,7.59387076313055
SD041,7.214853042538955
WA069,4.9652008895567326
LA085,5.176360332994826
MO031,5.954320366237169
NM005,7.901322811050804
KS191,6.4118200084291415
TN023,5.164569527430744
IN171,6.50547165158097
MI005,6.026980734931668
SC023,5.690032433788481
WA041,5.616248757270372
OH141,6.020092331604089
CO069,6.2789203973399514
NE083,6.739263112217946
AR101,5.208426928298728
MA021,5.23075604508219
TX359,7.859248250562272
MT603-SRNM,5.168851779312983
NY091,5.287964163847274
AR117,5.544683731550027
MN053,6.58717784874842
TX083,7.814402364194525
KS201,6.265040551686122
MN007,6.3422408561136265
IN103,6.546867661641443
ND083,7.195850495108182
MI063,7.001655127149926
TX135,7.689937069298887
CO079,6.020134530172409
WI025,6.537451924504422
OH109,6.452118932151476
ID085,5.412167697647903
TX219,7.627835072147156
GA055,5.14783149133012
PA113,5.3661979422695
NH011,4.687749419943836
MI161,6.439954427622779
IL013,6.226814279692671
AR073,5.9007333505677035
AK130,3.951583974961285
WA031,5.027059594246072
NC035,5.516955818930427
NE163,6.829749146251134
MS121,5.112271310255922
NY057,6.329199914386381
TN005,5.412281465353707
VA117,5.394084414217553
WA025,7.365693527509045
OK055,7.379971589400174
WV037,6.2328159369372775
MS113,4.921747539216738
NV005,6.665498147837498
NV019,7.998864333891083
WA033,5.323719360974814
NE067,6.073616474325428
TN173,5.146407233524604
OH079,5.275963654895526
PAAL,8.089047328550546
IN155,6.233746573665305
KS035,6.578922037531073
CO121,7.199767374226175
WI131,6.836441063451328
CO045,6.640420496519828
NC133,5.007020902428081
LA123,5.293918331657412
TX233,7.777537576654136
TX265,7.470817756139053
NC159,5.699552078720178
MI057,6.697658347514082
MN161,6.802307911698574
TX129,7.614176441971465
IN083,6.180254412942594
KY033,5.73977132030194
TX061,8.089047328550546
VA515,5.775494477266889
IN115,6.215717651201905
OR059,6.151884620989785
AR049,5.786328961173903
MO059,5.8625198647067975
UT031,7.552430862267403
TX277,6.7462271890685015
AL001,5.084250134027653
KY139,5.817862422441265
PA105,4.939311162806888
MT033,7.58847682939451
TX033,7.769839810732785
TX473,6.321524919582473
SC011,5.249767677901571
OR015,5.181071868639586
LA111,5.250799614798456
MD011,5.658842138447778
MN171,6.646579563768831
WI003,5.402414174312083
AL121,5.200555508989565
NM013,7.847690477734151
PA101,5.423817953463776
OH027,6.295897260186812
IL073,6.4340041204214105
WV077,5.002770089285714
TX203,5.312322516183948
COSW,5.372493452624726
VT005,4.7980990721902375
PA085,5.72552208797771
AR023,5.3383468457838905
IL101,6.33582554715502
CA077,6.818647557334605
AZ021,NA
TX139,7.871512592822868
MO139,6.465614565556674
MO157,5.914133513264114
TX185,6.2058009699129055
NY111,5.234360623241203
SD065,6.858058577304552
KS087,6.312808756384006
MS103,5.723139124413511
IL139,6.417486636093909
CA067,6.307651763311959
MI083,4.911173645296587
IL149,6.38184019258586
ND073,7.22782957054251
SC001,5.664224250083634
WV051,6.1061264721344575
MI053,4.70900757920756
TX141,7.936798266952534
OH069,6.3530960428637595
TN029,4.781202844064158
NC181,5.681252767954871
AL065,5.381329900626147
